Invoice No,Invoice Date,Supplier Name,Product Name,Batch No,Expiry,MRP,Purchase Rate,Quantity,Discount,GST%,Rate A,Rate B,Rate C
INV0039,2024-09-10,MediSupply Co,Calcium 500mg,BATCH9600,02/2027,473.42,332.08,264,6.93,12,251.66,383.05,355.75
INV0040,2024-05-30,ABC Pharma,Vitamin D3 1000IU,BATCH6639,02/2028,259.06,307.22,286,42.41,18,224.26,174.04,304.35
INV0040,2024-01-15,HealthCare Ltd,Omeprazole 20mg,BATCH6472,10/2027,285.99,377.31,458,49.65,18,343.45,327.04,410.59
INV0040,2024-03-29,ABC Pharma,Cetirizine 10mg,BATCH1546,11/2027,437.11,234.62,430,18.36,12,184.43,285.31,357.9
INV0040,2024-03-03,XYZ Medical,Amoxicillin 250mg,BATCH8094,04/2028,92.52,62.99,173,2.31,12,92.87,436.2,226.31
INV0040,2024-09-12,ABC Pharma,Amoxicillin 250mg,BATCH6167,09/2028,474.15,177.72,69,28.73,5,308.26,440.71,407.88
INV0040,2024-05-31,XYZ Medical,Omeprazole 20mg,BATCH5040,08/2028,92.49,118.28,326,39.88,18,173.66,394.05,199.72
INV0040,2024-06-29,XYZ Medical,Azithromycin 500mg,BATCH4642,09/2028,87.61,80.4,252,9.03,12,117.04,360.05,396.91
INV0040,2024-05-07,ABC Pharma,Vitamin D3 1000IU,BATCH1239,04/2028,370.13,78.65,78,41.16,5,247.66,105.7,79.41
INV0040,2024-10-15,Global Drugs,Aspirin 75mg,BATCH2283,04/2027,58.62,200.82,233,46.14,12,188.13,466.57,351.58
INV0040,2024-09-27,Global Drugs,Metformin 500mg,BATCH6934,02/2027,443.08,211.54,448,39.37,5,297.52,264.13,478.22
INV0041,2024-11-29,MediSupply Co,Amoxicillin 250mg,BATCH7735,03/2028,410.49,35.78,439,11.82,18,172.21,183.07,212.44
INV0041,2024-10-08,Global Drugs,Aspirin 75mg,BATCH1952,03/2027,264.51,284.73,79,30.75,12,110.0,214.36,78.13
INV0041,2024-03-26,Global Drugs,Cetirizine 10mg,BATCH1838,11/2026,318.33,88.27,125,20.53,12,226.71,311.85,493.45
INV0041,2024-05-15,XYZ Medical,Ibuprofen 400mg,BATCH1887,01/2027,185.14,152.68,292,22.27,5,230.0,128.6,128.23
INV0041,2024-08-09,Global Drugs,Ibuprofen 400mg,BATCH5391,03/2027,163.44,254.16,65,1.57,12,62.65,198.34,360.46
INV0041,2024-07-23,HealthCare Ltd,Ibuprofen 400mg,BATCH1818,01/2028,427.14,196.59,291,27.48,5,373.96,421.22,120.73
INV0041,2024-04-11,ABC Pharma,Paracetamol 500mg,BATCH7801,01/2028,297.16,300.51,413,10.95,18,358.99,270.66,375.54
INV0041,2024-11-16,MediSupply Co,Vitamin D3 1000IU,BATCH3004,09/2027,233.11,50.58,130,46.35,5,164.16,315.05,404.93
INV0041,2024-08-28,XYZ Medical,Cetirizine 10mg,BATCH8437,11/2027,491.26,324.83,487,18.56,12,236.18,306.45,210.12
INV0041,2024-07-18,MediSupply Co,Vitamin D3 1000IU,BATCH9481,06/2027,91.94,158.32,262,14.86,12,61.46,262.31,423.01
INV0042,2024-07-17,Global Drugs,Cetirizine 10mg,BATCH3975,10/2027,479.13,240.93,463,32.05,12,291.73,219.09,71.14
INV0042,2024-05-17,XYZ Medical,Calcium 500mg,BATCH4909,11/2028,131.31,367.06,214,37.23,5,69.11,365.51,460.11
INV0042,2024-02-06,HealthCare Ltd,Cetirizine 10mg,BATCH9056,11/2027,389.93,365.42,303,36.3,5,182.88,58.76,122.27
INV0042,2024-08-01,ABC Pharma,Amoxicillin 250mg,BATCH8092,10/2028,384.03,190.36,320,21.02,18,94.43,197.77,189.47
INV0042,2024-01-01,XYZ Medical,Calcium 500mg,BATCH7446,11/2026,369.89,106.36,341,8.1,18,96.05,277.51,236.13
INV0042,2024-03-26,MediSupply Co,Omeprazole 20mg,BATCH4468,08/2028,182.28,48.6,247,45.63,18,193.8,453.6,56.11
INV0042,2024-12-28,MediSupply Co,Metformin 500mg,BATCH5404,08/2027,178.6,244.58,387,0.36,12,184.33,296.92,492.81
INV0042,2024-06-20,HealthCare Ltd,Paracetamol 500mg,BATCH6448,12/2026,449.46,248.51,496,30.4,18,180.07,136.21,377.83
INV0042,2024-02-28,XYZ Medical,Amoxicillin 250mg,BATCH1910,08/2027,346.56,57.81,150,14.26,12,317.45,370.37,294.97
INV0042,2024-08-18,XYZ Medical,Paracetamol 500mg,BATCH8777,05/2028,279.14,82.92,310,25.71,12,204.35,243.37,203.2
INV0043,2024-03-31,HealthCare Ltd,Azithromycin 500mg,BATCH8787,06/2028,205.41,162.72,208,15.3,5,387.2,56.54,81.17
INV0043,2024-04-27,MediSupply Co,Azithromycin 500mg,BATCH9358,07/2027,475.62,206.9,58,40.11,12,234.25,283.2,189.51
INV0043,2024-05-26,XYZ Medical,Azithromycin 500mg,BATCH7943,10/2027,317.84,302.23,415,11.23,12,354.25,404.33,166.33
INV0043,2024-10-18,Global Drugs,Amoxicillin 250mg,BATCH5292,02/2027,277.53,186.23,101,24.78,18,53.08,110.1,414.71
INV0043,2024-04-10,XYZ Medical,Amoxicillin 250mg,BATCH2350,06/2028,484.09,97.4,193,20.09,18,184.95,236.14,82.01
INV0043,2024-12-02,MediSupply Co,Aspirin 75mg,BATCH1883,05/2028,289.73,324.73,327,15.13,12,216.29,78.12,259.64
INV0043,2024-12-24,Global Drugs,Ibuprofen 400mg,BATCH7288,06/2027,393.97,211.15,180,41.75,5,139.8,417.53,483.74
INV0043,2024-07-26,Global Drugs,Amoxicillin 250mg,BATCH3770,01/2028,398.37,235.99,354,36.63,12,226.91,409.24,216.74
INV0043,2024-12-20,XYZ Medical,Omeprazole 20mg,BATCH7396,03/2028,372.64,138.28,57,20.4,5,284.15,240.8,436.31
INV0043,2024-09-20,XYZ Medical,Omeprazole 20mg,BATCH2481,07/2028,301.36,293.55,475,45.5,12,443.16,323.16,381.89
INV0044,2024-07-15,MediSupply Co,Amoxicillin 250mg,BATCH4311,03/2027,266.14,267.51,288,23.4,5,262.76,294.32,456.8
INV0044,2024-10-03,XYZ Medical,Azithromycin 500mg,BATCH2516,11/2027,73.06,195.73,224,8.51,5,298.3,51.68,122.55
INV0044,2024-12-26,ABC Pharma,Omeprazole 20mg,BATCH5150,04/2028,291.92,114.3,430,36.74,18,189.23,337.04,64.94
INV0044,2024-04-26,ABC Pharma,Vitamin D3 1000IU,BATCH4484,11/2027,349.27,388.88,42,15.78,18,286.06,206.78,373.25
INV0044,2024-10-07,Global Drugs,Amoxicillin 250mg,BATCH1946,11/2027,411.57,112.13,241,1.39,5,256.42,52.27,474.51
INV0044,2024-02-11,Global Drugs,Cetirizine 10mg,BATCH3746,10/2027,356.69,225.46,284,44.54,5,302.13,157.69,306.39
INV0044,2024-10-13,Global Drugs,Azithromycin 500mg,BATCH2361,03/2028,189.13,336.77,26,39.06,12,117.07,400.0,423.21
INV0044,2024-01-17,XYZ Medical,Ibuprofen 400mg,BATCH8177,02/2028,319.36,126.88,270,33.94,18,88.64,427.38,99.46
INV0044,2024-06-30,ABC Pharma,Vitamin D3 1000IU,BATCH9949,11/2027,177.82,188.61,355,33.43,12,256.75,205.87,66.14
INV0044,2024-11-21,ABC Pharma,Omeprazole 20mg,BATCH8039,05/2028,133.82,108.1,55,46.27,5,441.27,439.36,206.7
INV0045,2024-08-19,XYZ Medical,Vitamin D3 1000IU,BATCH4089,03/2027,125.46,157.73,236,27.31,18,71.69,215.67,343.06
INV0045,2024-12-28,HealthCare Ltd,Azithromycin 500mg,BATCH1218,01/2028,494.5,149.34,384,32.13,12,395.29,444.63,99.46
INV0045,2024-11-23,XYZ Medical,Ibuprofen 400mg,BATCH8400,05/2028,472.72,83.19,142,13.99,18,289.07,415.31,368.95
INV0045,2024-08-20,MediSupply Co,Metformin 500mg,BATCH3336,10/2027,349.96,368.78,339,45.65,5,172.84,387.38,165.24
INV0045,2024-06-18,HealthCare Ltd,Metformin 500mg,BATCH2972,01/2028,97.78,36.67,154,10.42,18,313.04,363.2,87.16
INV0045,2024-03-23,Global Drugs,Amoxicillin 250mg,BATCH3672,08/2027,387.91,207.01,454,9.38,5,112.84,186.74,496.56
INV0045,2024-08-13,HealthCare Ltd,Aspirin 75mg,BATCH3969,05/2027,449.46,340.51,391,45.63,12,390.79,62.81,332.56
INV0045,2024-09-07,MediSupply Co,Azithromycin 500mg,BATCH2569,10/2028,339.7,179.88,297,13.71,5,131.66,393.71,342.5
INV0045,2024-07-19,XYZ Medical,Azithromycin 500mg,BATCH8816,11/2027,160.49,47.16,215,41.4,5,160.21,120.08,469.84
INV0045,2024-10-29,MediSupply Co,Amoxicillin 250mg,BATCH8229,01/2027,255.38,222.93,413,15.26,12,391.32,348.04,377.51
INV0046,2024-09-24,MediSupply Co,Calcium 500mg,BATCH7348,06/2028,487.1,377.26,390,11.82,5,147.24,246.14,381.74
INV0046,2024-02-08,XYZ Medical,Paracetamol 500mg,BATCH3114,01/2027,334.57,162.75,318,9.46,18,158.75,140.83,330.54
INV0046,2024-04-13,MediSupply Co,Cetirizine 10mg,BATCH1061,08/2027,353.39,148.94,143,23.25,12,445.38,115.43,478.4
INV0046,2024-05-29,HealthCare Ltd,Cetirizine 10mg,BATCH6135,05/2028,104.91,387.18,144,7.11,12,399.81,401.19,96.01
INV0046,2024-06-20,Global Drugs,Aspirin 75mg,BATCH6608,02/2027,225.02,52.43,233,6.93,5,415.36,171.06,253.84
INV0046,2024-08-23,XYZ Medical,Aspirin 75mg,BATCH3103,02/2028,472.4,71.26,398,28.26,5,130.4,290.6,203.4
INV0046,2024-07-20,HealthCare Ltd,Paracetamol 500mg,BATCH3588,12/2027,303.76,268.68,431,16.66,12,244.85,248.83,472.81
INV0046,2024-11-11,MediSupply Co,Amoxicillin 250mg,BATCH8435,09/2027,218.96,80.75,240,29.52,12,163.14,325.85,474.28
INV0046,2024-11-01,Global Drugs,Azithromycin 500mg,BATCH1984,07/2028,466.7,382.54,41,8.42,12,408.82,134.4,212.83
INV0046,2024-12-26,Global Drugs,Cetirizine 10mg,BATCH5166,10/2028,101.08,327.85,127,43.59,18,128.32,224.69,308.13
INV0047,2024-10-17,XYZ Medical,Cetirizine 10mg,BATCH1973,03/2027,285.9,290.87,455,4.23,12,245.9,407.02,336.07
INV0047,2024-05-30,HealthCare Ltd,Omeprazole 20mg,BATCH7228,09/2027,243.07,100.37,170,23.53,5,95.17,121.85,446.76
INV0047,2024-07-01,HealthCare Ltd,Ibuprofen 400mg,BATCH2095,01/2028,385.11,147.3,17,46.68,18,47.05,51.98,307.28
INV0047,2024-12-09,Global Drugs,Amoxicillin 250mg,BATCH6977,09/2028,414.85,54.83,390,14.21,18,310.37,111.78,416.57
INV0047,2024-01-21,Global Drugs,Aspirin 75mg,BATCH1572,03/2027,446.28,164.41,242,18.24,12,416.24,427.24,165.01
INV0047,2024-09-15,ABC Pharma,Calcium 500mg,BATCH4682,06/2028,197.47,77.42,436,46.7,18,245.77,45.45,403.93
INV0047,2024-02-21,Global Drugs,Omeprazole 20mg,BATCH7256,04/2028,241.25,189.78,21,35.43,18,159.94,463.82,74.85
INV0047,2024-05-23,XYZ Medical,Metformin 500mg,BATCH7659,09/2028,471.94,188.96,332,23.88,12,401.06,261.14,269.27
INV0047,2024-07-27,Global Drugs,Amoxicillin 250mg,BATCH2750,11/2028,319.87,392.54,49,7.26,5,298.25,474.81,216.4
INV0047,2024-11-16,Global Drugs,Cetirizine 10mg,BATCH6723,05/2028,194.51,147.4,293,38.41,5,165.36,331.59,220.31
INV0048,2024-09-09,Global Drugs,Vitamin D3 1000IU,BATCH3035,08/2027,192.93,67.66,231,39.71,18,300.33,463.77,158.31
INV0048,2024-05-09,ABC Pharma,Calcium 500mg,BATCH2291,07/2027,369.19,202.01,126,17.73,5,326.78,178.83,269.51
INV0048,2024-12-27,XYZ Medical,Paracetamol 500mg,BATCH5120,03/2028,234.17,330.83,110,10.17,18,151.72,178.01,295.76
INV0048,2024-02-05,XYZ Medical,Paracetamol 500mg,BATCH2196,01/2028,125.34,260.62,260,26.38,5,305.78,374.1,66.7
INV0048,2024-08-07,MediSupply Co,Metformin 500mg,BATCH8760,05/2027,165.39,269.54,494,43.42,18,140.86,365.78,451.42
INV0048,2024-09-14,XYZ Medical,Azithromycin 500mg,BATCH7101,04/2028,106.76,86.91,417,15.79,12,126.91,254.96,315.85
INV0048,2024-08-10,ABC Pharma,Omeprazole 20mg,BATCH5054,11/2026,326.09,195.05,327,17.44,12,324.17,457.25,169.09
INV0048,2024-08-06,XYZ Medical,Cetirizine 10mg,BATCH1161,08/2028,69.63,37.06,403,28.82,18,389.18,467.79,108.31
INV0048,2024-03-22,MediSupply Co,Azithromycin 500mg,BATCH8067,07/2028,264.25,71.29,391,15.9,18,220.23,383.06,86.56
INV0048,2024-05-10,Global Drugs,Aspirin 75mg,BATCH5252,04/2027,477.37,268.15,127,21.64,5,441.95,378.74,319.47
INV0049,2024-06-10,XYZ Medical,Ibuprofen 400mg,BATCH3722,05/2027,393.81,278.26,29,33.12,12,430.64,98.97,427.68
INV0049,2024-07-04,ABC Pharma,Ibuprofen 400mg,BATCH9760,04/2027,366.9,63.88,371,3.54,18,241.43,111.26,420.64
INV0049,2024-10-06,XYZ Medical,Amoxicillin 250mg,BATCH8040,07/2027,436.04,277.29,49,8.88,5,443.98,351.91,373.49
INV0049,2024-05-05,XYZ Medical,Paracetamol 500mg,BATCH4498,05/2028,430.85,71.78,369,43.76,12,82.07,450.4,189.28
INV0049,2024-11-19,Global Drugs,Metformin 500mg,BATCH6134,10/2027,306.14,155.15,500,21.6,5,145.15,320.43,231.41
INV0049,2024-07-12,MediSupply Co,Vitamin D3 1000IU,BATCH6097,03/2027,268.9,246.89,160,41.83,12,75.59,324.38,59.83
INV0049,2024-02-21,MediSupply Co,Paracetamol 500mg,BATCH2826,02/2028,183.71,90.48,404,9.02,12,349.38,71.84,414.62
INV0049,2024-10-05,XYZ Medical,Paracetamol 500mg,BATCH3409,12/2026,176.22,77.84,240,6.03,12,238.14,443.66,78.93
INV0049,2024-06-24,XYZ Medical,Amoxicillin 250mg,BATCH1546,03/2027,456.1,348.15,63,18.84,18,203.05,206.39,383.56
INV0049,2024-09-12,XYZ Medical,Amoxicillin 250mg,BATCH5685,04/2027,341.07,359.88,166,37.93,18,50.17,256.72,318.5
INV0050,2024-10-14,ABC Pharma,Omeprazole 20mg,BATCH3355,12/2026,158.31,40.24,210,30.74,18,91.25,246.71,404.45
INV0050,2024-11-12,XYZ Medical,Amoxicillin 250mg,BATCH9119,03/2027,278.88,267.09,185,47.07,18,214.21,296.89,390.14
INV0050,2024-05-08,Global Drugs,Metformin 500mg,BATCH4214,04/2027,378.48,286.69,119,45.65,18,99.58,405.13,92.04
INV0050,2024-09-21,ABC Pharma,Cetirizine 10mg,BATCH8261,03/2028,367.2,46.32,368,35.56,5,405.76,148.75,423.84
INV0050,2024-07-26,MediSupply Co,Ibuprofen 400mg,BATCH1641,10/2027,238.34,65.82,57,8.95,5,96.95,214.74,136.63
INV0050,2024-07-30,MediSupply Co,Azithromycin 500mg,BATCH4938,08/2027,162.29,216.04,422,4.25,12,109.2,456.14,403.08
INV0050,2024-10-29,XYZ Medical,Vitamin D3 1000IU,BATCH5348,06/2027,452.6,127.07,299,18.88,18,135.91,158.43,251.56
INV0050,2024-01-28,Global Drugs,Aspirin 75mg,BATCH1676,05/2027,204.12,110.75,384,5.6,5,441.07,141.56,221.03
INV0050,2024-09-22,Global Drugs,Aspirin 75mg,BATCH5331,06/2028,379.9,173.55,370,0.22,5,138.65,193.69,144.61
INV0050,2024-12-10,Global Drugs,Cetirizine 10mg,BATCH9591,05/2027,79.8,198.17,436,43.03,5,394.41,385.75,78.66
INV0051,2024-12-14,MediSupply Co,Paracetamol 500mg,BATCH7208,06/2028,144.72,190.63,25,7.3,12,134.63,451.71,87.57
INV0051,2024-09-07,Global Drugs,Cetirizine 10mg,BATCH7923,07/2028,355.9,176.32,486,46.23,5,421.34,381.67,412.66
INV0051,2024-12-17,XYZ Medical,Ibuprofen 400mg,BATCH1012,07/2028,412.23,47.26,59,10.74,5,57.43,195.03,149.11
INV0051,2024-08-03,MediSupply Co,Calcium 500mg,BATCH8352,06/2027,336.92,313.53,455,44.02,18,260.94,393.11,180.94
INV0051,2024-04-03,XYZ Medical,Amoxicillin 250mg,BATCH9705,07/2027,367.46,236.8,208,3.32,12,433.58,347.84,406.78
INV0051,2024-07-10,Global Drugs,Vitamin D3 1000IU,BATCH1228,05/2028,295.8,230.93,10,4.77,12,92.81,323.92,291.27
INV0051,2024-05-04,XYZ Medical,Metformin 500mg,BATCH3680,02/2028,317.33,310.88,33,15.63,5,419.82,186.54,298.07
INV0051,2024-11-08,ABC Pharma,Omeprazole 20mg,BATCH6401,03/2027,496.9,258.62,400,41.96,18,394.39,462.24,223.16
INV0051,2024-07-09,ABC Pharma,Metformin 500mg,BATCH3825,11/2026,469.71,396.71,275,13.7,18,69.31,457.25,439.56
INV0051,2024-12-25,ABC Pharma,Metformin 500mg,BATCH1001,06/2028,278.36,211.72,485,46.44,12,292.04,114.27,262.23
INV0052,2024-05-16,ABC Pharma,Azithromycin 500mg,BATCH1979,12/2027,56.31,291.8,216,20.14,5,176.92,197.6,475.2
INV0052,2024-03-31,MediSupply Co,Calcium 500mg,BATCH6406,04/2027,53.24,284.79,250,48.21,5,332.8,377.91,269.71
INV0052,2024-05-06,XYZ Medical,Omeprazole 20mg,BATCH4767,08/2027,298.88,224.28,260,9.28,18,82.95,222.99,486.83
INV0052,2024-10-28,MediSupply Co,Aspirin 75mg,BATCH6874,05/2028,382.45,392.8,34,45.25,5,422.84,365.29,279.56
INV0052,2024-03-29,HealthCare Ltd,Calcium 500mg,BATCH1572,02/2027,468.38,224.24,339,39.92,12,252.77,351.51,282.37
INV0052,2024-05-26,XYZ Medical,Metformin 500mg,BATCH1292,07/2027,237.63,339.11,156,9.1,12,256.14,431.31,315.26
INV0052,2024-01-03,XYZ Medical,Paracetamol 500mg,BATCH8026,04/2027,180.14,265.63,498,30.13,5,40.31,287.66,53.85
INV0052,2024-06-15,Global Drugs,Azithromycin 500mg,BATCH6246,06/2028,344.78,391.29,141,5.74,12,424.58,223.59,364.9
INV0052,2024-03-26,MediSupply Co,Omeprazole 20mg,BATCH2890,06/2027,432.57,244.24,233,23.13,12,306.07,143.33,114.68
INV0052,2024-05-09,Global Drugs,Aspirin 75mg,BATCH2721,04/2028,83.19,225.11,300,45.7,5,341.42,282.9,261.68
INV0053,2024-09-24,MediSupply Co,Metformin 500mg,BATCH6471,08/2027,160.55,51.56,346,23.85,18,154.85,237.25,123.21
INV0053,2024-02-16,XYZ Medical,Paracetamol 500mg,BATCH5107,01/2028,201.95,317.47,187,35.08,5,210.07,451.22,202.12
INV0053,2024-04-30,MediSupply Co,Paracetamol 500mg,BATCH7901,07/2028,366.34,71.47,129,32.63,18,198.31,437.92,402.09
INV0053,2024-03-01,MediSupply Co,Metformin 500mg,BATCH9290,02/2028,465.03,177.34,317,38.27,18,284.76,57.09,455.85
INV0053,2024-04-03,ABC Pharma,Omeprazole 20mg,BATCH6927,04/2028,193.42,298.26,312,2.55,5,262.5,128.13,166.65
INV0053,2024-02-23,XYZ Medical,Paracetamol 500mg,BATCH5404,11/2026,452.26,47.82,337,11.11,12,91.84,315.16,185.18
INV0053,2024-07-22,XYZ Medical,Amoxicillin 250mg,BATCH3548,01/2028,300.58,367.7,448,21.45,12,125.87,50.1,365.24
INV0053,2024-09-22,XYZ Medical,Omeprazole 20mg,BATCH7854,04/2027,321.38,247.49,15,15.04,5,184.38,374.82,173.1
INV0053,2024-04-05,XYZ Medical,Paracetamol 500mg,BATCH9409,04/2027,172.36,370.45,294,13.53,18,63.21,256.57,410.13
INV0053,2024-12-26,HealthCare Ltd,Calcium 500mg,BATCH7431,10/2027,234.49,88.96,187,47.51,18,226.6,317.53,397.51
INV0054,2024-07-18,MediSupply Co,Amoxicillin 250mg,BATCH2878,11/2026,415.88,112.59,361,39.17,18,440.58,387.23,381.95
INV0054,2024-02-10,XYZ Medical,Azithromycin 500mg,BATCH5029,08/2027,338.93,309.43,346,33.27,5,368.4,49.18,292.25
INV0054,2024-11-11,Global Drugs,Cetirizine 10mg,BATCH5956,02/2027,371.4,67.01,136,15.98,18,184.5,308.7,483.45
INV0054,2024-02-16,MediSupply Co,Metformin 500mg,BATCH4440,01/2028,63.99,197.19,429,48.45,12,241.74,352.87,140.35
INV0054,2024-01-21,ABC Pharma,Metformin 500mg,BATCH4089,01/2028,416.01,339.43,90,49.07,12,298.22,67.68,181.76
INV0054,2024-03-03,XYZ Medical,Ibuprofen 400mg,BATCH9784,08/2028,356.34,49.55,47,46.12,12,266.59,118.72,143.11
INV0054,2024-06-02,Global Drugs,Paracetamol 500mg,BATCH8884,02/2027,334.7,153.14,87,15.53,5,124.66,180.38,335.36
INV0054,2024-06-06,MediSupply Co,Paracetamol 500mg,BATCH9197,09/2028,188.5,196.08,237,39.01,18,296.39,419.25,219.87
INV0054,2024-06-22,HealthCare Ltd,Paracetamol 500mg,BATCH7866,11/2026,123.56,68.9,468,43.45,12,219.57,160.24,193.28
INV0054,2024-01-12,Global Drugs,Vitamin D3 1000IU,BATCH1067,09/2028,407.36,289.92,172,24.36,18,351.58,429.5,107.39
INV0055,2024-10-10,HealthCare Ltd,Cetirizine 10mg,BATCH2736,05/2028,474.27,283.89,261,39.51,18,306.01,414.18,344.18
INV0055,2024-08-29,Global Drugs,Vitamin D3 1000IU,BATCH3549,07/2027,383.19,88.38,293,38.53,5,220.04,385.38,167.46
INV0055,2024-06-13,MediSupply Co,Ibuprofen 400mg,BATCH2286,06/2028,449.66,217.56,111,14.67,5,398.82,287.77,60.85
INV0055,2024-12-19,ABC Pharma,Azithromycin 500mg,BATCH1864,06/2027,249.69,163.34,473,9.01,5,63.62,258.27,395.54
INV0055,2024-10-24,Global Drugs,Calcium 500mg,BATCH6320,05/2028,74.41,177.13,135,4.47,12,170.19,118.43,387.12
INV0055,2024-04-15,HealthCare Ltd,Vitamin D3 1000IU,BATCH5915,05/2028,427.71,368.47,330,44.13,18,321.29,221.1,144.94
INV0055,2024-03-29,MediSupply Co,Metformin 500mg,BATCH4138,10/2028,254.95,389.49,107,30.92,5,440.35,388.05,114.79
INV0055,2024-01-09,ABC Pharma,Ibuprofen 400mg,BATCH9012,06/2027,301.2,307.91,471,27.4,12,301.18,438.61,432.3
INV0055,2024-01-08,ABC Pharma,Metformin 500mg,BATCH1563,06/2028,151.63,224.31,125,29.54,18,147.96,361.19,257.65
INV0055,2024-05-25,ABC Pharma,Metformin 500mg,BATCH2507,11/2027,197.74,375.08,38,14.83,18,159.01,48.8,495.27
INV0056,2024-10-12,ABC Pharma,Paracetamol 500mg,BATCH7477,07/2028,255.46,70.72,238,13.61,5,84.29,161.76,66.27
INV0056,2024-10-31,ABC Pharma,Calcium 500mg,BATCH1389,06/2027,438.71,82.1,247,12.0,5,103.36,406.53,323.15
INV0056,2024-11-27,XYZ Medical,Paracetamol 500mg,BATCH1961,11/2028,123.48,221.6,422,10.53,5,204.79,272.45,467.67
INV0056,2024-10-03,MediSupply Co,Aspirin 75mg,BATCH5275,02/2027,316.56,44.81,400,15.96,18,69.95,279.61,155.88
INV0056,2024-10-09,ABC Pharma,Aspirin 75mg,BATCH6690,04/2028,279.78,59.3,232,28.13,18,265.75,228.25,100.95
INV0056,2024-11-13,Global Drugs,Omeprazole 20mg,BATCH5121,09/2027,153.36,380.91,236,27.92,5,177.68,77.39,451.98
INV0056,2024-07-13,Global Drugs,Amoxicillin 250mg,BATCH6662,09/2028,60.73,87.55,435,47.29,18,123.11,147.32,192.49
INV0056,2024-07-18,Global Drugs,Vitamin D3 1000IU,BATCH9122,05/2027,140.76,354.02,91,1.77,18,63.69,174.66,171.72
INV0056,2024-07-15,HealthCare Ltd,Amoxicillin 250mg,BATCH7290,12/2026,211.9,44.61,183,43.83,12,171.23,196.24,495.85
INV0056,2024-03-21,HealthCare Ltd,Omeprazole 20mg,BATCH6420,04/2028,135.8,374.02,355,13.76,18,187.81,191.22,419.01
INV0057,2024-03-27,ABC Pharma,Azithromycin 500mg,BATCH7678,06/2027,223.72,381.07,462,0.61,5,259.71,321.66,417.8
INV0057,2024-06-22,XYZ Medical,Calcium 500mg,BATCH7328,11/2027,61.9,298.01,99,39.62,5,335.31,443.64,55.56
INV0057,2024-07-07,ABC Pharma,Vitamin D3 1000IU,BATCH7858,09/2027,86.06,87.1,409,37.51,12,146.31,88.35,128.59
INV0057,2024-04-25,HealthCare Ltd,Azithromycin 500mg,BATCH5583,08/2028,341.65,210.77,368,18.82,5,92.87,194.56,377.02
INV0057,2024-06-01,ABC Pharma,Omeprazole 20mg,BATCH4767,06/2027,406.96,41.58,14,25.4,18,421.4,228.77,393.14
INV0057,2024-02-15,XYZ Medical,Amoxicillin 250mg,BATCH9664,04/2028,110.16,172.15,102,38.78,18,71.1,433.52,444.84
INV0057,2024-12-19,XYZ Medical,Omeprazole 20mg,BATCH5344,07/2028,246.09,142.85,182,30.39,5,388.16,413.69,467.2
INV0057,2024-10-02,HealthCare Ltd,Metformin 500mg,BATCH3758,03/2027,88.52,285.76,282,46.2,5,252.25,248.98,199.97
INV0057,2024-09-02,HealthCare Ltd,Amoxicillin 250mg,BATCH5261,06/2027,319.76,174.4,100,24.21,18,132.2,186.5,492.26
INV0057,2024-06-22,HealthCare Ltd,Metformin 500mg,BATCH8451,04/2027,179.56,335.64,354,39.25,12,46.86,291.42,72.8
INV0058,2024-02-27,MediSupply Co,Paracetamol 500mg,BATCH7986,01/2028,396.78,221.98,209,38.1,5,396.62,422.1,251.98
INV0058,2024-05-21,MediSupply Co,Cetirizine 10mg,BATCH5692,04/2028,264.49,304.13,301,13.75,12,104.02,180.03,321.4
INV0058,2024-06-05,Global Drugs,Metformin 500mg,BATCH1476,02/2028,419.68,65.65,41,13.84,12,276.65,367.89,305.38
INV0058,2024-01-08,Global Drugs,Ibuprofen 400mg,BATCH6656,10/2028,356.16,151.69,329,44.32,5,224.29,338.14,99.06
INV0058,2024-10-18,XYZ Medical,Vitamin D3 1000IU,BATCH6956,08/2028,108.99,114.3,251,21.3,18,132.88,176.03,163.23
INV0058,2024-04-05,Global Drugs,Azithromycin 500mg,BATCH2622,03/2027,436.05,289.35,334,48.66,5,266.36,185.29,269.24
INV0058,2024-12-28,XYZ Medical,Omeprazole 20mg,BATCH6116,05/2028,463.34,142.37,114,23.82,18,165.06,282.3,257.32
INV0058,2024-09-30,Global Drugs,Amoxicillin 250mg,BATCH9371,04/2028,423.3,102.29,319,32.8,18,435.72,242.72,360.27
INV0058,2024-07-12,Global Drugs,Cetirizine 10mg,BATCH4334,12/2026,208.31,185.59,69,14.95,18,76.51,188.17,467.74
INV0058,2024-09-07,MediSupply Co,Vitamin D3 1000IU,BATCH6138,05/2027,133.3,76.94,334,46.88,18,404.78,448.22,118.7
INV0059,2024-12-26,ABC Pharma,Omeprazole 20mg,BATCH5719,08/2027,378.41,350.86,79,10.69,18,69.79,368.74,449.35
INV0059,2024-02-21,MediSupply Co,Metformin 500mg,BATCH2587,03/2028,347.52,244.57,245,35.74,18,398.46,93.91,447.54
INV0059,2024-10-20,MediSupply Co,Azithromycin 500mg,BATCH4088,11/2027,453.79,320.24,156,7.47,18,141.46,380.55,443.24
INV0059,2024-03-17,MediSupply Co,Ibuprofen 400mg,BATCH3622,12/2026,322.93,136.05,406,45.25,18,222.5,423.46,268.22
INV0059,2024-03-12,MediSupply Co,Metformin 500mg,BATCH5411,03/2027,267.7,134.68,289,17.02,18,188.1,303.85,98.09
